Prod_output_num,locations,gender,age,click_on_prod,balance,registry_to_use_time,credit_card_paid,active_member,estimated_salary,buy,UID
570,Taichung,Male,38,1,127201.58,4,1,1,147168.28,1,7424
552,Taichung,Male,33,3,144962.74,4,1,1,58844.84,1,7425
619,Taipei,Female,48,4,0,4,0,1,18094.96,1,7426
714,Tainan,Male,33,8,122017.19,4,0,1,162515.17,0,7427
503,Tainan,Male,32,9,100262.88,3,1,0,157921.25,0,7428
685,Tainan,Female,43,6,117302.62,4,0,1,68701.73,0,7429
606,Taipei,Female,35,0,135984.15,3,1,1,186778.89,0,7430
678,Taipei,Male,38,3,0,3,1,1,66561.6,0,7431
724,Taichung,Male,31,2,160997.54,3,0,0,64831.36,0,7432
779,Taichung,Female,37,2,128389.63,4,1,0,6589.16,1,7433
638,Tainan,Male,35,1,0,3,1,1,165370.66,0,7434
610,Tainan,Female,50,5,130554.51,2,1,1,184758.17,1,7435
646,Taichung,Female,57,6,90212,4,1,1,13911.27,1,7436
628,Taipei,Female,29,9,71996.29,4,1,0,34857.46,0,7437
528,Taipei,Female,32,4,85615.66,3,1,1,156192.43,0,7438
432,Taipei,Female,27,6,62339.81,3,0,1,53874.67,0,7439
622,Tainan,Female,47,6,142319.03,4,0,1,100183.05,0,7440
721,Taipei,Male,54,5,0,3,1,0,4493.12,0,7441
614,Tainan,Male,36,5,0,3,1,1,130610.78,0,7442
634,Taipei,Female,24,2,87413.19,4,1,1,63340.65,0,7443
742,Taipei,Female,29,4,0,3,1,0,180066.59,0,7444
516,Taipei,Female,45,4,0,4,1,1,95273.73,1,7445
718,Taipei,Male,35,3,97560.16,4,1,0,53511.74,0,7446
636,Taichung,Male,30,8,141787.31,3,1,0,109685.61,0,7447
691,Tainan,Male,36,7,129934.64,4,0,1,75664.56,1,7448
698,Taipei,Female,37,2,166178.02,3,1,0,71972.95,0,7449
712,Tainan,Female,39,5,163097.55,3,1,0,23702.42,0,7450
659,Taipei,Male,20,8,0,3,0,1,112572.02,0,7451
573,Tainan,Male,44,8,0,3,0,1,62424.46,0,7452
778,Taichung,Female,35,1,151958.19,2,1,0,131238.37,1,7453
732,Taipei,Male,46,0,0,3,1,0,184350.78,0,7454
550,Taichung,Male,33,4,118400.91,4,0,0,13999.64,1,7455
790,Tainan,Male,20,8,0,3,1,1,168152.76,0,7456
665,Taichung,Female,43,2,116322.27,1,1,1,35640.12,1,7457
728,Tainan,Female,43,5,0,4,1,0,120088.17,0,7458
645,Tainan,Female,29,4,0,3,1,0,74346.11,0,7459
647,Taichung,Male,30,6,143138.91,3,1,1,2955.46,0,7460
596,Tainan,Male,32,4,0,3,0,0,146504.35,0,7461
610,Taipei,Male,40,9,0,4,1,0,149602.54,0,7462
512,Taipei,Male,36,0,129804.17,4,1,1,53020.9,0,7463
768,Taichung,Male,37,9,108308.11,4,1,1,41788.25,1,7464
666,Taichung,Male,30,3,110153.27,4,0,0,74849.46,0,7465
700,Taichung,Female,30,4,116377.48,4,1,0,134417.31,0,7466
651,Taichung,Female,37,10,117791.06,3,1,0,75837.58,0,7467
542,Tainan,Female,26,2,0,3,1,0,54869.54,0,7468
686,Taipei,Female,35,8,105419.73,4,1,1,35356.46,0,7469
850,Taichung,Female,47,4,99219.47,3,1,0,122141.13,0,7470
658,Taichung,Female,55,8,119327.93,4,0,0,119439.66,0,7471
448,Taipei,Female,36,6,83947.12,3,1,1,81999.53,0,7472
609,Tainan,Male,32,4,99883.16,4,1,0,120594.85,0,7473
704,Taipei,Male,50,4,165438.26,4,1,1,120770.75,1,7474
698,Taipei,Male,31,1,156111.24,4,0,1,134790.74,0,7475
759,Taipei,Male,44,2,111095.58,3,1,1,100137.7,0,7476
677,Taipei,Female,56,0,119963.45,4,0,1,158325.87,1,7477
544,Tainan,Male,22,4,0,3,1,1,70007.67,0,7478
567,Tainan,Male,35,8,153137.74,4,1,1,88659.07,0,7479
490,Tainan,Male,40,6,156111.08,4,0,1,190889.13,0,7480
626,Taipei,Male,34,7,113014.7,3,1,0,56646.28,0,7481
718,Taichung,Male,43,5,132615.73,3,1,1,32999.1,0,7482
616,Taipei,Male,44,5,102016.38,4,0,0,178235.37,1,7483
772,Taipei,Female,35,9,0,4,0,0,25448.31,0,7484
561,Taipei,Male,32,5,0,3,1,1,84871.99,0,7485
814,Taipei,Male,49,8,0,3,0,1,157822.54,0,7486
651,Taipei,Female,56,4,0,4,0,1,84383.22,1,7487
538,Taichung,Female,42,4,80380.24,4,1,1,119216.46,0,7488
600,Taipei,Female,26,6,108909.12,4,1,1,82547.01,0,7489
654,Taipei,Female,35,2,90865.8,4,1,0,86764.46,0,7490
622,Taipei,Male,40,4,99799.76,3,1,1,197372.13,0,7491
682,Taipei,Male,28,10,200724.96,4,0,0,82872.64,1,7492
610,Tainan,Female,37,10,140363.95,3,1,0,129563.86,0,7493
795,Taipei,Female,36,1,151844.64,4,1,0,135388.89,0,7494
557,Taipei,Female,27,2,0,3,0,0,4497.55,0,7495
824,Taichung,Male,49,8,133231.48,4,1,0,67885.37,0,7496
698,Taipei,Male,27,7,0,3,1,1,111471.55,0,7497
630,Taipei,Female,36,8,126598.99,3,1,0,134407.93,0,7498
609,Taichung,Female,71,6,113317.1,4,1,1,108258.22,1,7499
694,Taipei,Male,47,4,0,3,1,1,197528.62,0,7500
681,Taipei,Female,58,8,93173.88,4,1,0,139761.25,0,7501
721,Tainan,Female,32,10,0,4,1,1,136119.96,1,7502
563,Taichung,Male,44,7,105007.31,3,1,0,197812.16,0,7503
654,Tainan,Female,32,2,0,4,1,0,51972.92,1,7504
659,Tainan,Male,27,4,0,3,1,1,99341.87,0,7505
674,Taichung,Female,44,4,131593.85,4,0,0,171345.02,1,7506
576,Taichung,Male,44,9,119530.52,4,1,1,119056.68,1,7507
566,Taichung,Male,54,4,118614.6,3,1,0,172601.62,0,7508
545,Taichung,Male,37,9,95829.13,3,0,0,104936.88,0,7509
798,Taipei,Male,36,1,0,3,1,0,159044.1,0,7510
757,Taipei,Male,38,0,0,4,1,1,83263.06,0,7511
641,Taipei,Male,50,6,153590.73,3,1,0,130910.78,0,7512
718,Taipei,Male,29,2,0,4,1,1,126336.72,0,7513
699,Taipei,Male,64,9,113109.52,4,1,1,27980.8,1,7514
623,Taipei,Female,35,0,130557.24,4,1,0,47880.71,0,7515
644,Taipei,Male,40,8,93183.19,4,1,1,73882.49,0,7516
586,Taipei,Male,58,7,151933.63,4,1,1,162960.05,1,7517
500,Taichung,Male,30,2,125495.64,3,1,0,68807.47,0,7518
583,Taipei,Female,42,7,0,3,1,1,144039.05,0,7519
595,Taichung,Female,26,8,118547.72,4,1,0,151192.18,0,7520
670,Tainan,Male,43,1,97792.21,4,0,1,120225.62,0,7521
610,Taipei,Male,41,6,0,2,0,1,56118.81,1,7522
814,Tainan,Female,72,2,0,3,0,0,130853.03,0,7523
660,Taipei,Female,40,8,167181.01,4,1,0,185156.94,0,7524
580,Taichung,Male,35,9,121355.19,4,0,0,35671.45,0,7525
850,Taipei,Female,81,1,0,3,1,0,59568.24,0,7526
676,Tainan,Male,35,0,0,3,0,1,139911.58,0,7527
578,Taipei,Male,46,5,113226.47,4,1,1,56770.76,0,7528
579,Taipei,Female,33,1,118392.75,4,1,0,157564.75,0,7529
711,Taichung,Female,52,8,145262.54,4,0,0,131473.31,0,7530
692,Taipei,Male,40,6,163505.16,4,0,1,90424.09,0,7531
760,Tainan,Female,33,1,118114.28,3,0,0,156660.21,0,7532
630,Taichung,Female,51,0,108449.23,2,0,1,88372.69,1,7533
808,Taipei,Male,32,1,0,3,1,0,46200.71,0,7534
611,Taichung,Female,36,10,103294.56,4,1,1,160548.12,0,7535
697,Taipei,Female,42,1,0,4,1,1,1262.83,1,7536
655,Taipei,Female,38,6,0,4,1,0,188639.28,0,7537
601,Tainan,Male,28,6,0,3,1,1,14665.28,0,7538
755,Taipei,Male,42,2,119919.12,4,1,1,156868.21,0,7539
553,Taipei,Male,37,1,0,4,1,1,30461.55,0,7540
723,Taipei,Male,28,4,0,3,1,0,123885.88,0,7541
507,Tainan,Female,34,4,0,3,1,0,60688.38,0,7542
777,Taipei,Male,43,1,0,3,1,1,21785.91,0,7543
566,Taipei,Male,34,3,0,4,0,1,188135.69,0,7544
732,Taipei,Male,26,7,0,3,1,1,154364.66,0,7545
697,Taipei,Female,42,10,0,3,1,1,61312.15,0,7546
555,Taipei,Male,29,4,128744.04,4,1,0,47454.93,0,7547
584,Taichung,Female,62,9,137727.34,3,0,0,121102.9,0,7548
705,Taichung,Female,44,10,106731.58,4,1,1,137419.87,1,7549
688,Taipei,Female,38,7,123544.21,4,1,0,157664.02,0,7550
626,Taipei,Female,37,2,133968.96,3,1,1,148689.65,0,7551
636,Tainan,Male,76,9,126534.6,4,1,0,39789.62,0,7552
719,Tainan,Female,35,8,0,4,1,0,165162.4,0,7553
706,Tainan,Male,30,6,87609.68,3,0,1,137674.55,1,7554
731,Tainan,Male,41,3,0,3,1,1,101371.72,0,7555
738,Tainan,Male,49,3,0,2,1,0,65066.48,1,7556
426,Taipei,Male,34,9,0,3,1,1,107876.91,0,7557
622,Tainan,Female,36,0,108960,3,1,1,111180.3,1,7558
701,Tainan,Female,30,2,0,3,1,1,115650.63,0,7559
512,Taipei,Male,51,6,144953.31,4,1,0,165035.17,0,7560
635,Taipei,Male,41,4,103544.88,3,1,1,193746.55,0,7561
685,Taipei,Male,33,6,0,4,1,1,58458.26,0,7562
609,Taipei,Male,53,7,0,3,0,0,52332.85,0,7563
598,Taichung,Male,38,1,101487.18,4,1,0,75959.1,1,7564
708,Taipei,Male,52,10,105355.81,4,1,1,123.07,1,7565
574,Tainan,Male,36,4,77967.5,4,1,1,167066.95,1,7566
629,Taipei,Male,44,5,0,1,0,1,117572.59,1,7567
422,Tainan,Female,54,4,0,3,1,0,7166.71,0,7568
656,Tainan,Male,28,8,120047.77,4,1,0,137173.39,0,7569
697,Taipei,Male,32,7,175464.85,2,1,1,116442.42,1,7570
718,Taipei,Male,52,8,79475.3,2,1,0,32421.32,1,7571
586,Taichung,Male,37,8,167735.69,3,0,0,104665.79,0,7572
481,Tainan,Female,37,8,0,3,1,1,44215.86,0,7573
749,Taipei,Female,33,1,74385.98,4,1,1,20164.47,0,7574
561,Taichung,Male,49,5,94754,4,1,0,26691.31,0,7575
676,Tainan,Male,27,4,0,4,0,0,107955.67,0,7576
615,Taichung,Male,43,3,86920.86,4,1,0,150048.37,0,7577
582,Taipei,Female,39,1,132077.48,3,1,1,192255.15,0,7578
601,Taipei,Male,40,10,127847.86,4,0,1,173245.68,0,7579
708,Taipei,Male,34,3,0,4,0,0,121457.88,1,7580
708,Taichung,Male,42,9,176702.36,3,1,0,104804.74,0,7581
797,Taichung,Female,33,10,83555.58,4,0,1,69767.14,0,7582
682,Taipei,Male,26,8,0,3,1,1,178373.43,0,7583
694,Tainan,Female,39,9,0,3,0,1,99924.04,0,7584
490,Taipei,Female,40,1,0,4,1,0,49594.19,1,7585
828,Tainan,Male,42,10,0,4,1,0,186071.14,0,7586
594,Tainan,Female,38,7,96858.35,4,1,1,77511.45,0,7587
579,Tainan,Male,33,1,0,3,1,0,54816.57,0,7588
723,Taipei,Female,35,0,0,3,0,0,61290.99,0,7589
619,Taichung,Female,42,8,132796.04,2,1,0,191821.35,1,7590
794,Tainan,Female,30,1,154970.54,4,0,0,156768.45,0,7591
674,Taichung,Male,44,3,88902.21,4,1,1,73731.32,0,7592
418,Taipei,Male,28,7,98738.92,4,1,1,122190.22,0,7593
502,Taipei,Male,33,8,0,3,1,0,123509.01,0,7594
678,Taipei,Female,50,6,0,4,1,1,8199.5,0,7595
599,Taichung,Male,40,10,137456.28,3,1,0,14113.11,0,7596
736,Taipei,Male,29,4,0,3,0,1,51705.01,0,7597
430,Taipei,Female,60,7,73937.02,4,1,1,161937.62,1,7598
537,Taipei,Female,45,7,158621.04,4,1,1,120892.96,1,7599
683,Tainan,Male,30,1,113257.2,4,1,0,65035.02,0,7600
828,Taipei,Male,31,9,0,4,0,0,164257.37,0,7601
691,Taipei,Female,29,9,116536.43,4,1,1,51987.99,0,7602
608,Tainan,Female,28,4,0,3,1,1,10899.63,1,7603
691,Taipei,Female,60,6,101070.69,4,1,1,177355.8,1,7604
718,Tainan,Male,39,6,0,3,0,0,63889.1,0,7605
680,Taichung,Female,31,3,127331.46,2,1,0,176433.6,0,7606
838,Tainan,Female,41,5,0,3,1,1,81313.51,0,7607
695,Tainan,Female,31,5,0,3,0,0,13998.88,0,7608
681,Taipei,Male,46,0,105969.42,4,1,1,5771.56,0,7609
762,Taipei,Male,36,5,119547.46,4,1,0,42693.65,0,7610
751,Tainan,Male,38,7,0,3,0,1,90839.61,0,7611
678,Tainan,Male,28,5,138668.18,4,1,0,54144.01,0,7612
634,Taipei,Female,37,7,51582.5,3,1,0,184312.88,0,7613
749,Taipei,Male,37,7,0,3,1,1,20306.79,0,7614
590,Tainan,Male,37,6,169902.92,4,1,0,128256.18,0,7615
610,Taipei,Female,27,4,87262.4,3,1,1,182720.07,0,7616
502,Taipei,Male,33,7,0,3,0,0,4082.52,0,7617
578,Taipei,Female,40,7,0,3,0,1,102233.73,0,7618
547,Taipei,Female,32,2,0,3,1,1,132002.83,0,7619
579,Taipei,Female,27,9,0,3,1,1,126838.7,0,7620
661,Taipei,Male,39,5,0,3,0,1,181461.46,0,7621
794,Taipei,Male,46,6,0,3,1,1,195325.74,0,7622
719,Taipei,Male,61,5,0,3,0,0,29132.43,0,7623
728,Taipei,Female,69,1,0,3,1,0,131804.86,0,7624
598,Taichung,Male,19,3,150348.37,4,1,0,173784.04,0,7625
822,Taichung,Female,46,3,115074.02,3,1,1,26249.86,0,7626
670,Tainan,Female,40,3,0,4,1,0,182650.15,0,7627
850,Taipei,Male,28,8,99986.98,4,1,1,196582.55,0,7628
723,Taichung,Female,68,3,110357,4,0,1,141977.54,1,7629
705,Taichung,Male,42,8,166685.92,3,1,0,55313.51,0,7630
677,Tainan,Male,40,7,95312.8,4,1,0,62944.75,0,7631
736,Taipei,Male,43,4,202443.47,4,1,1,72375.03,0,7632
661,Taichung,Female,47,0,109493.62,4,0,1,188324.01,1,7633
501,Taichung,Male,38,9,88977.39,3,0,0,133403.07,0,7634
516,Taipei,Female,29,2,104982.57,4,1,1,157378.5,0,7635
517,Taichung,Female,59,8,154110.99,3,1,1,101240.08,1,7636
766,Taipei,Male,32,6,185714.28,4,1,0,102502.5,0,7637
520,Taichung,Female,23,3,116022.53,3,1,0,37577.66,0,7638
541,Taipei,Male,46,6,0,3,1,0,83456.67,0,7639
790,Taichung,Female,34,2,164011.48,4,1,1,199420.41,0,7640
797,Taipei,Male,31,9,0,3,1,0,24748.89,0,7641
811,Taipei,Male,40,1,101514.89,4,1,0,121765,0,7642
722,Tainan,Female,32,4,0,3,1,0,113666.48,0,7643
675,Taipei,Male,28,9,0,4,1,1,134110.93,0,7644
660,Taichung,Male,39,9,134599.33,3,1,1,183095.87,0,7645
566,Tainan,Male,32,10,147511.26,4,1,0,159891.03,0,7646
768,Taipei,Male,25,0,78396.08,4,1,0,8316.19,0,7647
610,Tainan,Female,31,5,0,3,0,1,63736.36,0,7648
715,Taipei,Female,31,3,110581.29,4,1,0,94715.24,0,7649
750,Taichung,Male,42,8,151836.36,3,1,1,68695.38,0,7650
431,Taichung,Male,45,5,83624.55,3,0,1,36899.62,0,7651
704,Taipei,Male,24,2,148197.15,3,1,1,182775.08,0,7652
535,Tainan,Female,30,5,122924.75,4,0,1,62390.59,1,7653
614,Taipei,Female,38,4,72594,4,1,0,76042.48,0,7654
748,Taipei,Male,38,4,115221.36,4,0,0,70956.75,0,7655
492,Taichung,Male,51,8,117808.74,3,1,0,67311.12,0,7656
573,Taipei,Male,40,7,147754.68,4,1,0,110454.46,0,7657
706,Tainan,Female,53,3,0,2,0,1,88479.02,1,7658
680,Taipei,Male,31,10,113292.17,4,1,0,122639.73,0,7659
458,Tainan,Male,36,5,0,3,1,1,79723.78,0,7660
612,Taichung,Male,44,2,115163.38,4,1,0,97677.52,1,7661
809,Taichung,Male,50,10,118098.62,4,1,0,100720.02,1,7662
590,Taipei,Male,39,9,0,3,1,0,104730.52,0,7663
602,Taipei,Male,35,8,0,4,1,0,22499.29,0,7664
540,Tainan,Male,37,0,120825.7,4,1,1,28257.89,0,7665
494,Taipei,Male,25,6,0,3,0,0,109988.09,0,7666
797,Taipei,Male,29,1,0,4,0,0,149991.32,0,7667
526,Taichung,Male,61,6,133845.28,3,1,0,45180.8,0,7668
631,Tainan,Male,38,7,0,3,1,1,181605.85,0,7669
576,Taipei,Female,29,5,108541.04,4,1,0,126469.09,0,7670
405,Taipei,Male,39,10,0,4,1,1,160810.85,1,7671
555,Taipei,Male,30,1,0,3,0,1,88146.86,0,7672
750,Tainan,Female,37,2,113817.06,4,0,1,88333.74,0,7673
665,Taipei,Male,28,8,137300.23,4,1,1,90174.83,0,7674
640,Tainan,Male,37,5,158024.38,4,1,1,81298.09,0,7675
457,Taipei,Female,33,7,127837.54,4,0,0,60013.17,0,7676
695,Taipei,Male,36,4,161533,4,1,1,100940.91,0,7677
645,Taipei,Male,31,7,161171.7,3,1,1,12599.94,1,7678
647,Tainan,Male,32,9,80958.36,4,1,0,128590.73,0,7679
808,Tainan,Male,25,7,0,3,0,0,23180.37,0,7680
641,Taipei,Male,33,2,146193.6,3,1,0,55796.83,1,7681
700,Tainan,Male,29,8,0,3,0,0,152097.02,0,7682
660,Taichung,Male,26,4,115021.76,4,0,0,162443.05,0,7683
615,Tainan,Male,41,1,126773.43,4,1,0,55551.26,0,7684
705,Taichung,Female,40,3,92889.91,4,1,0,109496.69,0,7685
718,Taipei,Male,48,9,0,3,1,0,72105.63,0,7686
754,Taipei,Male,61,5,146622.35,4,1,0,41815.22,1,7687
713,Taichung,Male,45,4,131038.14,4,1,1,74005.04,1,7688
587,Taipei,Female,46,6,88820.29,4,0,1,70224.34,0,7689
569,Tainan,Male,31,1,115406.97,4,0,1,145528.22,0,7690
568,Taipei,Female,38,3,132951.92,4,0,0,124486.28,0,7691
634,Taichung,Male,74,5,108891.7,4,1,1,10078.02,0,7692
770,Taichung,Female,46,5,141788.63,3,0,1,164967.21,0,7693
676,Tainan,Female,64,4,116954.32,4,1,0,91149.48,0,7694
723,Taichung,Female,47,10,90450,3,0,1,103379.31,1,7695
614,Taichung,Female,39,8,125997.22,4,1,0,128049.34,1,7696
601,Tainan,Female,41,3,0,3,1,1,54342.83,0,7697
592,Taipei,Male,60,9,0,1,1,0,13614.01,1,7698
605,Tainan,Female,36,9,0,3,0,0,35521.63,0,7699
752,Tainan,Female,31,4,144637.86,3,1,1,40496.72,0,7700
677,Taipei,Female,29,3,86616.35,4,0,1,91903.9,1,7701
850,Taipei,Male,31,8,0,3,1,1,178667.7,0,7702
608,Taichung,Female,48,2,127924.25,3,1,1,32202.61,0,7703
786,Tainan,Female,34,9,0,3,1,1,117034.32,0,7704
777,Taipei,Female,29,9,131240.61,4,1,0,163746.09,1,7705
667,Tainan,Male,31,5,0,3,1,0,20346.69,0,7706
848,Tainan,Male,35,5,120046.74,3,1,1,84710.65,0,7707
486,Taipei,Female,39,8,97819.36,4,0,0,120531.31,0,7708
598,Tainan,Female,64,1,62979.93,4,1,0,152273.57,0,7709
506,Taipei,Female,40,3,0,4,1,0,144345.58,0,7710
612,Taichung,Male,46,9,161450.03,4,1,0,96961,1,7711
545,Taipei,Male,30,3,0,3,1,1,170307.43,0,7712
793,Taipei,Male,56,8,119496.25,3,1,1,29880.99,0,7713
682,Taipei,Female,30,9,0,3,1,0,195104.91,0,7714
517,Taipei,Male,62,1,43772.66,2,1,1,187756.24,1,7715
684,Taipei,Male,32,9,100249.41,3,0,0,67599.69,0,7716
692,Tainan,Male,46,2,0,3,1,0,105983.09,0,7717
740,Taipei,Female,60,5,108028.08,3,0,1,25980.42,1,7718
666,Taichung,Male,71,1,53013.29,3,1,0,112222.64,0,7719
693,Taipei,Male,68,2,0,3,1,0,59864.96,0,7720
757,Taichung,Male,33,1,122088.67,4,1,1,42581.09,0,7721
684,Taichung,Male,18,9,90544,4,0,0,4777.23,0,7722
691,Tainan,Male,35,6,0,3,0,0,178038.17,0,7723
842,Taipei,Male,44,3,141252.18,1,0,0,128521.16,1,7724
482,Taipei,Female,35,5,147813.05,3,0,1,109029.72,0,7725
735,Taipei,Male,55,6,134140.68,4,1,1,2267.88,0,7726
681,Taipei,Female,63,7,0,3,1,0,55054.48,0,7727
616,Taipei,Female,31,8,0,4,0,0,76456.17,0,7728
850,Taipei,Female,35,2,128548.49,1,1,1,75478.95,1,7729
635,Taipei,Male,43,10,122198.21,3,0,0,179144.54,0,7730
638,Taichung,Male,42,8,145177.84,4,1,1,193471.74,1,7731
820,Tainan,Female,31,2,94222.53,4,1,1,103570.8,0,7732
694,Taichung,Female,58,1,143212.22,4,0,1,102628.56,1,7733
713,Taipei,Male,41,3,0,3,1,1,55772.04,0,7734
543,Taichung,Male,41,6,143350.41,4,1,0,192070.16,1,7735
649,Taipei,Female,41,3,130931.83,4,1,0,144808.37,0,7736
777,Taipei,Female,30,4,137851.31,4,1,1,5008.23,1,7737
561,Taipei,Male,33,6,0,3,0,1,173680.39,0,7738
724,Tainan,Male,41,5,0,4,0,0,115753.94,0,7739
665,Tainan,Female,51,8,0,4,1,0,38928.48,1,7740
441,Taipei,Male,60,1,140614.15,4,0,0,174381.23,0,7741
579,Tainan,Male,22,3,118680.57,4,1,0,49829.8,0,7742
777,Taichung,Male,35,7,122917.69,4,1,0,76169.68,0,7743
739,Taipei,Female,36,0,0,3,0,1,133465.57,0,7744
660,Taipei,Male,40,5,131754.11,3,1,0,38761.61,0,7745
554,Taipei,Female,35,8,0,3,1,0,176779.46,0,7746
850,Taipei,Female,24,6,0,3,1,0,13159.9,0,7747
842,Taichung,Female,35,9,119948.09,4,1,1,48217.97,1,7748
785,Taipei,Female,38,1,0,4,1,1,134964.85,1,7749
550,Taipei,Male,25,0,0,3,1,0,184221.11,0,7750
750,Tainan,Female,39,6,0,3,0,1,19264.33,0,7751
490,Tainan,Female,38,3,97266.1,4,1,0,92797.23,0,7752
605,Taichung,Male,28,10,113690.83,4,1,1,33114.24,0,7753
563,Tainan,Female,42,6,99056.22,3,1,1,154347.95,1,7754
675,Taipei,Male,34,8,0,3,1,0,184842.21,0,7755
621,Tainan,Female,36,7,116338.68,4,1,0,155743.48,0,7756
850,Taipei,Male,40,6,97339.99,4,0,0,88815.25,0,7757
711,Taipei,Male,41,3,0,3,1,0,193747.57,0,7758
549,Taichung,Female,55,1,137592.31,3,0,0,116548.02,1,7759
764,Taichung,Male,34,6,108760.27,3,1,1,166324.79,1,7760
627,Taichung,Male,30,3,128770.88,3,1,0,40199.01,0,7761
850,Taipei,Female,34,2,0,3,0,1,51919.04,0,7762
614,Tainan,Female,36,1,44054.84,4,1,0,73329.08,0,7763
685,Taichung,Female,44,2,119657.53,4,1,1,145387.05,1,7764
683,Taichung,Female,49,7,108797.63,3,0,1,140763.18,0,7765
643,Tainan,Male,35,2,0,3,0,1,67979.35,0,7766
561,Taichung,Female,49,1,102025.32,4,1,1,133051.64,1,7767
601,Tainan,Female,20,9,122446.61,3,1,1,86791.9,0,7768
766,Taipei,Female,27,7,158786.67,3,0,0,47579.25,0,7769
699,Taipei,Male,29,3,125689.29,4,1,0,151623.71,0,7770
850,Taichung,Male,29,1,154640.41,4,1,0,164039.51,0,7771
792,Taichung,Female,50,4,146710.76,4,1,1,16528.4,1,7772
636,Taichung,Male,67,7,136709.35,4,0,0,66753.1,1,7773
850,Taichung,Male,43,5,129305.09,3,0,0,19244.58,0,7774
628,Tainan,Male,40,10,0,3,1,1,103832.58,0,7775
736,Taipei,Female,63,10,0,3,0,0,502.7,0,7776
711,Taipei,Female,21,0,82844.33,3,0,0,1408.68,0,7777
583,Tainan,Female,22,2,0,3,0,0,5985.36,0,7778
757,Taipei,Male,46,0,0,3,1,1,37460.05,0,7779
749,Taichung,Female,33,10,76692.22,4,0,0,30396.43,0,7780
705,Taipei,Male,34,7,117715.84,4,1,1,2498.67,0,7781
585,Taipei,Male,54,8,87105.32,4,1,0,55346.14,0,7782
437,Taipei,Female,43,6,0,4,1,1,148330.97,1,7783
741,Taipei,Female,64,2,69311.16,4,1,0,59237.72,0,7784
738,Taipei,Male,26,9,0,3,1,0,48644.94,0,7785
586,Tainan,Female,33,10,66948.67,3,1,0,140759.03,0,7786
627,Taipei,Female,57,9,0,3,1,0,107712.42,0,7787
551,Tainan,Male,76,2,128410.71,3,1,0,181718.73,0,7788
606,Taichung,Male,38,3,99897.53,4,0,1,37054.65,0,7789
674,Taipei,Male,22,3,0,4,1,0,173940.59,0,7790
584,Taichung,Female,31,6,152622.34,4,1,1,99298.8,0,7791
590,Taipei,Male,40,8,0,3,1,1,62933.03,0,7792
585,Taipei,Male,56,4,138227.19,3,1,0,55287.84,0,7793
508,Taipei,Female,25,2,111395.53,4,0,0,48197.06,0,7794
458,Taichung,Male,44,7,84386.57,4,1,1,178642.73,0,7795
692,Taipei,Female,36,3,0,3,1,0,8282.22,0,7796
502,Taichung,Male,33,5,174673.65,3,1,1,33300.56,0,7797
518,Taipei,Male,46,3,0,3,1,1,76515.79,0,7798
660,Taichung,Male,46,5,109019.65,3,1,0,33680.56,0,7799
698,Taichung,Female,52,1,107906.75,4,1,1,168886.39,1,7800
678,Taipei,Male,54,7,128914.97,4,0,1,191746.23,1,7801
773,Tainan,Male,63,9,111179.83,4,1,0,93091.02,0,7802
619,Taichung,Female,52,8,124099.13,4,0,1,23904.52,0,7803
684,Taichung,Male,59,9,122471.09,4,0,0,15807.07,0,7804
635,Taipei,Male,34,3,134692.4,3,1,0,83773.02,0,7805
680,Taipei,Female,25,4,123816.5,4,1,0,90162.35,0,7806
608,Taichung,Male,34,3,106288.54,4,1,0,36639.25,0,7807
603,Taichung,Female,55,7,127723.25,3,1,1,139469.11,1,7808
579,Tainan,Male,43,2,145843.82,4,1,0,198402.37,1,7809
756,Taichung,Female,34,2,148200.72,4,0,1,194584.48,0,7810
611,Taipei,Male,30,2,104145.65,4,0,1,159629.64,0,7811
532,Taichung,Male,24,8,142755.25,4,0,1,34231.48,0,7812
684,Taichung,Female,63,3,81245.79,4,1,1,69643.31,1,7813
647,Taichung,Female,33,3,168560.46,3,0,1,90270.16,0,7814
583,Taipei,Male,38,8,0,4,1,1,47848.56,0,7815
774,Taichung,Male,42,2,132193.94,3,1,0,162865.52,0,7816
677,Taipei,Male,58,9,0,4,0,0,168650.4,0,7817
542,Taichung,Male,25,8,139330.1,4,0,1,54372.37,0,7818
613,Tainan,Male,29,0,0,3,0,0,133897.32,0,7819
666,Taipei,Male,40,5,0,3,1,1,147878.05,0,7820
777,Taipei,Female,28,2,134571.5,4,0,0,118313.38,0,7821
581,Taichung,Male,50,2,143829.2,3,1,1,181224.24,1,7822
705,Taipei,Male,32,7,0,3,1,1,7921.57,0,7823
673,Taipei,Female,44,8,133444.97,4,0,0,5708.19,0,7824
594,Taichung,Female,23,4,104753.84,3,1,1,56756.52,1,7825
648,Taichung,Female,51,2,116574.84,4,1,1,4121.04,1,7826
605,Taipei,Male,41,10,0,3,0,0,97213.09,0,7827
734,Taipei,Female,40,9,176914.8,4,1,0,12799.23,0,7828
572,Taipei,Female,36,8,68348.18,3,0,0,50400.32,0,7829
595,Taipei,Female,33,9,0,3,1,0,41447.86,0,7830
749,Taipei,Male,42,2,56726.83,3,0,0,185543.35,0,7831
573,Tainan,Male,46,3,65269.23,4,0,0,189988.65,1,7832
624,Tainan,Male,33,6,66220.17,4,0,0,170819.01,0,7833
703,Taipei,Male,56,9,0,4,0,1,85547.33,1,7834
