產品使用分數,使用者地區,性別,年齡,使用累計時間,點數餘額,產品服務使用量,是否使用信用卡付月費,是否為活躍用戶,估計薪資,購買與否
630,Taipei,Male,37,6,0,2,1,1,82647.65,0
564,Taichung,Female,30,0,100954.88,2,0,0,134175.15,0
625,Taipei,Female,51,4,124620.01,2,1,0,92243.94,1
677,Tainan,Female,34,4,0,2,1,1,6175.53,0
583,Taipei,Male,40,9,112701.04,1,0,0,29213.63,0
592,Tainan,Male,45,8,84692.5,1,0,1,67214.02,0
637,Taichung,Male,49,2,108204.52,1,1,0,169037.84,1
850,Taipei,Male,30,6,86449.39,1,1,1,188809.23,0
633,Tainan,Male,42,10,0,1,0,1,79408.17,0
751,Taichung,Male,36,5,73194.99,1,1,1,89222.66,0
592,Taichung,Male,31,7,124593.23,1,1,0,86079.67,0
716,Taichung,Male,50,2,119655.77,1,1,1,12944.17,1
641,Taichung,Male,42,3,121765.37,2,1,1,166516.84,0
849,Taipei,Male,35,4,110837.73,1,0,0,126419.8,0
647,Tainan,Male,47,10,99835.17,1,0,1,89103.05,0
608,Taichung,Female,30,2,91057.37,2,1,0,132973.17,0
555,Taipei,Female,26,7,0,2,1,0,93122.41,0
497,Tainan,Male,27,7,149400.27,1,0,0,167522.19,0
599,Taichung,Male,38,9,89111.63,1,0,0,157239.6,0
545,Taichung,Male,33,1,132527.9,2,0,1,107429.71,0
774,Taipei,Female,36,9,114997.42,1,1,0,75304.09,0
464,Taipei,Male,46,6,161798.53,1,1,0,182944.47,0
696,Taichung,Female,27,2,96129.32,2,1,1,5983.7,0
667,Tainan,Male,45,3,0,2,0,0,163655.01,0
812,Taipei,Male,32,5,133050.97,2,1,0,89385.92,0
516,Taipei,Male,51,8,120124.35,2,0,1,168773.54,0
645,Taipei,Male,39,8,0,2,0,0,96864.36,0
664,Tainan,Male,32,5,133705.74,1,0,0,134455.84,0
427,Tainan,Female,39,9,0,2,1,0,28368.37,0
685,Taipei,Female,40,7,0,2,1,0,103898.59,0
585,Taipei,Female,33,4,152805.05,1,1,0,63239.65,0
519,Taichung,Female,21,1,151701.45,3,1,1,170138.68,1
708,Taipei,Female,67,1,0,2,0,1,3837.08,0
717,Taipei,Female,22,5,112465.06,1,1,1,92977.75,0
465,Taichung,Male,24,6,156007.09,1,1,0,191368.37,0
829,Taichung,Male,28,3,132405.52,3,1,0,104889.2,1
826,Taipei,Male,26,5,142662.68,1,0,0,60285.3,0
747,Taichung,Male,36,8,102603.3,2,1,1,180693.61,0
707,Tainan,Male,32,9,0,2,1,0,126475.79,0
590,Tainan,Male,37,1,0,2,0,0,133535.99,0
603,Tainan,Male,57,6,105000.85,2,1,1,87412.24,1
615,Taipei,Male,45,5,0,2,1,1,164886.64,0
634,Taipei,Female,36,1,69518.95,1,1,0,116238.39,0
716,Taichung,Male,41,8,126145.54,2,1,1,138051.19,0
647,Taipei,Male,41,4,138937.35,1,1,1,101617.64,1
591,Taichung,Female,44,10,113581.98,1,1,0,1985.41,0
574,Taipei,Male,34,1,112572.39,1,0,0,165626.6,0
467,Taichung,Male,51,10,114514.71,2,1,0,177784.68,1
701,Taipei,Female,35,2,0,2,1,1,65765.22,0
747,Taipei,Female,34,10,0,2,1,1,50759.8,0
650,Taipei,Male,32,2,84906.45,1,1,0,163216.48,0
731,Tainan,Female,39,2,126816.18,1,1,1,74850.93,0
638,Taichung,Female,26,1,105249.76,2,1,1,23491.09,0
569,Tainan,Male,41,2,0,2,1,0,134272.57,0
459,Taichung,Male,50,5,109387.9,1,1,0,155721.15,0
632,Taichung,Male,23,3,122478.51,1,1,0,147230.77,1
683,Taipei,Female,73,8,137732.23,2,1,1,133210.44,0
850,Taipei,Female,46,2,157866.77,1,1,1,18986.12,0
512,Taipei,Female,41,6,0,1,1,1,100507.81,0
616,Taipei,Female,31,3,136789.14,1,1,0,59346.4,1
664,Taipei,Male,36,1,0,2,1,1,95372.64,0
694,Taipei,Male,30,10,144684.03,1,1,1,31805.49,0
655,Taipei,Male,24,9,107065.31,1,1,1,51959.82,0
607,Taipei,Female,33,8,91301.72,1,0,1,130824.57,0
684,Tainan,Male,39,4,207034.96,2,0,0,157694.76,1
763,Tainan,Male,37,8,0,2,1,1,933.38,0
671,Tainan,Male,50,8,0,1,0,1,2560.11,0
592,Tainan,Male,38,3,0,1,1,1,12905.89,1
666,Tainan,Female,36,6,0,2,1,0,176692.87,0
667,Taipei,Male,34,5,0,2,1,1,102908.63,0
850,Tainan,Male,36,6,0,2,0,1,41291.05,0
622,Tainan,Male,42,9,0,2,1,0,119127.06,0
577,Taipei,Female,30,8,92472.1,2,0,1,126434.61,0
555,Tainan,Male,21,1,0,2,0,0,103901.35,0
547,Taipei,Male,62,10,127738.75,2,1,1,85153,0
613,Taichung,Female,50,5,101242.98,2,1,0,12493.61,0
672,Taipei,Female,43,4,92599.55,2,1,1,167336.78,0
624,Tainan,Female,36,10,0,2,0,1,186180.42,0
698,Tainan,Female,50,1,0,4,1,0,88566.9,1
606,Taipei,Male,37,6,82373.94,1,0,0,172526.9,1
720,Tainan,Male,31,4,141356.47,1,0,0,137985.69,0
835,Taipei,Male,23,9,0,1,1,0,19793.73,1
771,Tainan,Female,47,3,72664,2,1,1,107874.39,0
811,Taipei,Female,47,3,123365.34,2,0,0,171995.34,0
734,Taichung,Male,33,5,121898.58,1,1,0,61829.89,0
548,Tainan,Male,33,6,0,1,1,1,31728.35,0
652,Taipei,Female,31,3,103696.97,3,0,0,155221.05,1
707,Taipei,Male,33,2,0,2,0,0,130866.95,0
605,Taichung,Female,56,1,74129.18,2,1,1,62199.78,1
623,Taipei,Female,34,9,0,1,1,0,24255.21,0
686,Taichung,Male,29,3,185379.02,1,1,0,64679.07,0
525,Taichung,Female,47,1,118087.68,1,1,0,88120.78,1
657,Tainan,Male,41,8,109402.13,1,1,1,66463.62,0
730,Taichung,Female,33,7,130367.87,1,1,0,15142.1,1
816,Taichung,Female,34,2,108410.87,2,1,0,102908.91,0
484,Taipei,Female,50,2,90408.16,2,0,0,48170.57,0
728,Taipei,Female,34,6,90425.15,2,1,1,11597.69,0
730,Tainan,Female,39,6,140094.59,1,1,0,172450.04,1
477,Tainan,Male,31,9,0,2,0,1,184061.17,0
663,Taichung,Female,46,6,95439.4,1,1,1,21038.58,1
549,Taichung,Male,34,6,204017.4,2,1,0,109538.35,0
714,Tainan,Male,29,9,0,2,1,0,129192.55,0
430,Taichung,Male,49,3,137115.16,1,1,0,146516.86,1
504,Taichung,Male,43,5,134740.19,2,1,0,181430.91,0
530,Taipei,Female,29,5,0,2,0,0,121451.21,0
619,Taichung,Male,29,4,98955.87,1,0,1,131712.51,0
617,Taichung,Male,44,9,49157.09,2,1,0,53294.17,0
791,Taichung,Male,31,1,130240.33,1,0,0,96546.55,0
609,Taipei,Male,48,1,108019.27,3,1,1,184524.65,1
780,Taichung,Male,51,4,126725.25,1,1,0,195259.31,1
777,Taichung,Female,34,5,96693.66,1,1,1,172618.52,0
817,Taichung,Female,27,7,129810.6,1,1,1,59259.44,0
850,Taipei,Male,58,8,156652.13,1,0,0,25899.21,1
732,Taipei,Female,36,9,0,1,0,0,3749,1
693,Taipei,Male,40,4,130661.96,1,1,1,101918.96,0
576,Taipei,Female,50,8,0,2,1,1,57802.62,0
643,Taipei,Male,37,6,0,2,0,0,142454.77,0
757,Taipei,Male,47,3,130747.1,1,1,0,143829.54,0
569,Taichung,Male,30,6,106629.49,1,0,1,44114.88,0
772,Tainan,Male,36,3,112029.83,1,1,1,186948.35,0
576,Taichung,Male,29,7,130575.26,1,0,1,173629.78,0
608,Taichung,Male,28,4,96679.71,1,1,1,49133.45,0
794,Taipei,Male,33,0,0,2,0,0,178122.71,0
593,Taipei,Male,50,6,171740.69,1,0,0,20893.61,0
597,Tainan,Male,38,1,0,2,1,0,41303.29,0
541,Taichung,Female,39,9,100116.67,1,1,1,199808.1,1
692,Taichung,Male,24,2,120596.93,1,0,1,180490.53,0
697,Taipei,Female,48,1,0,2,1,1,87400.53,0
768,Taipei,Male,29,2,95984.69,2,1,1,73686.75,0
802,Taipei,Male,38,1,142557.11,1,1,1,172497.73,0
584,Taipei,Male,47,5,0,2,1,0,89286.29,0
614,Tainan,Male,66,2,0,2,0,1,180082.7,0
850,Taichung,Female,36,6,143644.16,1,1,0,22102.25,1
671,Taipei,Female,38,6,132129.72,1,0,1,76068.95,0
626,Taipei,Female,52,0,0,2,1,0,32159.46,1
770,Taipei,Female,68,2,183555.24,1,0,0,159557.28,1
633,Taipei,Male,38,2,91902.56,2,1,1,107673.35,0
663,Taipei,Male,40,6,156218.19,1,0,1,33607.72,0
581,Taichung,Female,43,5,93259.57,3,1,0,141035.65,1
561,Taichung,Female,45,2,168085.38,2,0,1,115719.08,0
479,Taichung,Male,51,1,107714.74,3,1,0,86128.21,1
769,Taipei,Female,31,6,117852.26,2,1,0,147668.64,0
659,Tainan,Male,60,2,0,1,1,0,177480.45,1
590,Tainan,Female,51,10,84474.62,2,1,1,190937.09,0
560,Taipei,Male,50,3,0,2,1,0,84531.79,0
437,Taichung,Male,35,6,126803.34,2,1,1,161133.4,0
661,Taipei,Female,34,0,0,2,1,0,185555.63,0
677,Taichung,Female,36,10,68806.84,1,1,0,33075.24,0
560,Taipei,Female,31,3,115141.18,1,1,0,39806.75,0
578,Taipei,Female,35,2,0,2,0,1,26389.92,0
421,Tainan,Male,34,6,90723.36,1,1,1,12162.76,0
492,Taichung,Female,49,2,151249.45,2,1,1,167237.94,0
545,Taipei,Female,32,6,0,2,1,1,52067.37,0
640,Taichung,Female,43,9,94752.49,1,1,0,184006.36,1
624,Tainan,Female,34,6,0,1,1,0,582.59,1
577,Tainan,Male,28,7,0,1,1,0,143274.41,0
704,Taipei,Male,31,5,132084.66,3,1,1,54474.48,1
523,Taipei,Male,45,5,0,2,1,1,121428.2,0
793,Taipei,Male,35,2,0,2,1,1,79704.12,0
564,Taipei,Female,53,2,45472.28,1,1,1,41055.71,1
711,Taipei,Male,33,1,0,1,0,0,41590.4,0
791,Taichung,Female,33,10,130229.71,2,0,0,54019.93,1
629,Taichung,Female,38,9,123948.85,1,1,0,76053.07,0
729,Taichung,Male,39,6,127415.85,1,1,1,184977.2,1
651,Taichung,Male,35,8,110067.71,1,1,0,127678.95,1
695,Tainan,Male,39,4,65521.2,1,1,1,1243.97,0
847,Tainan,Male,31,5,0,2,1,1,76326.67,0
704,Taipei,Male,47,5,0,2,1,1,145338.61,0
613,Taichung,Male,33,3,155736.42,2,1,1,57751.21,0
692,Tainan,Female,29,4,0,2,0,0,138880.24,0
720,Taipei,Female,34,3,118307.57,2,1,1,136120.29,0
577,Taipei,Male,41,6,0,1,1,1,167621.18,0
710,Taichung,Female,24,7,103099.17,2,1,0,173276.62,0
716,Taipei,Female,38,1,0,2,1,1,99661.46,0
410,Taipei,Male,33,6,125789.69,1,0,0,66333.56,1
584,Taichung,Female,36,4,109646.83,1,1,1,70240.79,0
792,Taipei,Male,30,1,127187.86,1,1,1,113553.42,0
605,Taipei,Female,36,6,0,1,0,1,690.84,0
486,Tainan,Male,24,1,0,1,1,0,98802.76,0
615,Taipei,Male,41,4,130385.82,1,0,1,130661.95,0
676,Taipei,Male,23,1,107787.47,1,0,1,116378.82,0
571,Taipei,Male,34,1,99325.04,2,0,1,186052.15,0
850,Taipei,Female,37,9,0,1,0,0,100101.06,0
717,Taipei,Male,48,7,123764.95,1,1,1,169952.82,0
642,Taichung,Female,39,8,128264.03,1,1,0,61792.76,1
780,Tainan,Male,47,7,86006.21,1,1,1,37973.13,0
492,Taichung,Female,38,8,57068.43,2,1,0,188974.81,0
760,Taichung,Male,29,5,103607.24,2,0,1,86334.64,0
500,Tainan,Male,40,1,99004.24,1,1,1,152845.99,0
654,Tainan,Female,36,2,0,2,1,1,146652.11,0
606,Tainan,Female,25,3,147386.72,3,1,0,45482.04,1
367,Tainan,Male,42,6,93608.28,1,1,0,168816.73,1
799,Tainan,Male,38,2,0,2,1,1,59297.34,0
434,Taichung,Male,71,9,119496.87,1,1,0,125848.88,0
719,Tainan,Female,32,7,0,1,0,0,76264.27,0
641,Taipei,Female,37,2,0,2,1,0,3939.87,0
461,Tainan,Female,25,6,0,2,1,1,15306.29,0
790,Taichung,Female,25,5,152885.77,1,1,0,58214.79,0
588,Taipei,Male,31,4,99607.37,2,0,1,35877.03,0
621,Taipei,Male,27,4,137003.68,1,1,0,21254.06,0
768,Taichung,Male,48,3,122831.58,1,1,1,24533.89,1
681,Tainan,Male,38,2,99811.44,2,1,0,23531.5,0
606,Tainan,Male,37,8,154712.58,2,1,0,89099.18,0
542,Tainan,Male,37,8,0,1,1,1,807.06,0
713,Taichung,Female,24,7,147687.24,1,1,1,121592.5,0
597,Tainan,Female,33,2,0,2,1,1,4700.66,0
635,Taipei,Male,27,3,127009.83,1,1,0,161909.95,0
599,Taichung,Male,61,1,124737.96,1,0,1,90389.61,1
496,Tainan,Female,44,0,179356.28,2,1,0,2919.21,1
759,Tainan,Male,31,8,0,2,1,1,99086.74,0
757,Taichung,Male,31,1,127320.36,3,1,0,163170.32,0
564,Tainan,Male,31,0,125175.58,1,1,1,72757.33,0
561,Taipei,Female,22,6,186788.96,2,1,0,73286.8,0
702,Taipei,Male,40,3,148556.74,1,0,1,146056.29,0
678,Taichung,Female,40,8,128644.46,1,0,0,167673.37,0
707,Taipei,Female,46,7,127476.73,2,1,1,146011.55,0
610,Taipei,Female,27,9,159561.93,1,0,1,103381.47,0
744,Taipei,Male,42,1,112419.92,1,1,1,83022.92,0
598,Taipei,Male,28,8,129991.76,2,0,1,46041.08,0
562,Tainan,Male,36,5,0,1,0,1,182843.24,0
621,Tainan,Female,59,2,0,2,1,1,171364.18,0
659,Taipei,Female,50,3,0,1,1,0,183399.12,1
722,Taichung,Female,40,6,89175.06,2,0,1,152883.95,0
606,Taipei,Female,39,3,0,2,1,0,50560.45,1
603,Tainan,Female,39,5,162390.52,2,1,0,54702.66,0
506,Taichung,Female,59,3,190353.08,1,1,0,78365.75,0
715,Taipei,Male,21,8,0,2,1,0,68666.63,0
690,Taipei,Male,47,2,0,2,1,0,151375.73,0
644,Taipei,Female,40,10,139180.97,1,1,1,19959.67,0
589,Taipei,Male,36,8,114435.47,1,1,0,26955.72,0
592,Taipei,Female,66,5,149950.19,1,1,1,76267.59,0
632,Taipei,Male,42,4,126115.6,1,1,0,100998.5,0
577,Taichung,Female,59,7,111396.97,1,0,1,191070.01,0
588,Taipei,Male,30,3,115007.08,1,0,0,176858.5,0
617,Taipei,Male,54,6,102141.9,1,1,1,45325.26,0
668,Tainan,Female,36,3,133686.52,1,1,0,190958.48,1
810,Taipei,Male,32,9,120879.73,2,0,1,78896.59,0
767,Tainan,Male,47,5,0,1,1,0,121964.46,1
718,Tainan,Female,49,10,82321.88,1,0,1,11144.4,0
589,Tainan,Female,27,4,0,2,1,0,144181.48,0
778,Tainan,Male,33,5,116474.28,2,1,1,32757.55,0
724,Taipei,Female,34,3,132352.69,1,1,0,80320.3,0
477,Taichung,Female,39,4,182491.57,1,1,0,185830.72,0
580,Taipei,Male,34,6,0,2,1,1,160095.31,0
566,Tainan,Male,63,2,120787.18,2,1,1,52198.84,0
711,Taipei,Female,29,3,130181.47,2,1,0,31811.44,0
706,Taichung,Male,32,5,88348.43,2,1,1,104181.78,0
703,Tainan,Male,31,6,0,2,1,1,67667.19,0
679,Taichung,Male,39,2,146186.28,2,1,1,193974.47,0
603,Taipei,Male,32,7,0,1,1,0,198055.94,1
598,Tainan,Male,34,0,104488.17,1,0,1,43249.67,0
836,Taichung,Female,32,4,109196.67,2,1,0,55218.02,0
687,Taipei,Female,61,7,80538.56,1,1,0,131305.37,1
704,Taichung,Male,41,4,109026.8,2,1,1,43117.1,0
605,Taichung,Male,75,2,61319.63,1,0,1,186655.11,0
516,Taipei,Female,40,9,0,2,0,1,33266.29,0
572,Taipei,Female,39,2,0,2,1,1,555.28,0
557,Taipei,Male,42,6,177822.03,1,1,0,150944.31,1
443,Taichung,Male,59,4,110939.3,1,1,0,72846.58,1
604,Taichung,Male,25,7,165413.43,1,1,1,35279.74,0
483,Taipei,Male,27,1,77805.66,1,1,1,2101.89,0
702,Taipei,Male,50,3,0,2,0,0,94949.84,0
670,Tainan,Female,57,3,175575.95,2,1,0,99061.75,1
804,Tainan,Female,38,3,124197.22,1,1,0,74692.06,0
850,Taipei,Female,30,3,0,2,1,0,116692.8,0
554,Taipei,Female,39,10,160132.75,1,1,0,32824.15,0
588,Taichung,Female,37,7,70258.88,2,1,0,139607.61,0
758,Taichung,Male,32,4,162657.64,2,1,1,115525.13,0
787,Taichung,Male,43,0,132217.45,1,1,0,20955.03,1
582,Tainan,Male,25,9,148042.97,2,1,0,52341.15,0
633,Tainan,Female,33,4,92855.02,1,1,1,159813.18,0
766,Taichung,Male,47,9,129289.98,1,1,0,169935.46,1
564,Tainan,Male,37,9,100252.18,1,1,1,146033.52,0
602,Tainan,Male,37,3,107592.89,2,0,1,153122.73,0
649,Taipei,Male,39,3,113096.41,1,1,1,60335.24,0
679,Tainan,Female,40,7,0,2,1,1,163757.29,0
639,Tainan,Male,34,7,149940.04,2,0,0,156648.81,0
790,Taichung,Male,50,8,121438.58,1,1,1,176471.78,1
565,Taipei,Male,32,9,0,2,1,0,5388.3,0
478,Taipei,Female,50,2,0,1,0,1,93332.64,1
825,Taipei,Male,29,3,148874.01,2,0,1,71192.82,0
528,Tainan,Female,32,0,68138.37,1,1,1,170309.19,0
577,Tainan,Male,35,5,110080.3,1,1,1,109794.31,0
663,Taipei,Male,24,7,0,2,1,1,166310.82,0
505,Taichung,Female,25,5,114268.85,2,1,1,126728.27,0
633,Taichung,Male,29,6,117412.35,1,0,0,30338.94,0
586,Taipei,Female,38,6,0,2,1,1,37935.83,0
850,Taipei,Female,35,9,0,2,0,0,25329.48,0
629,Taichung,Female,37,1,35549.81,2,0,0,49676.33,0
744,Taipei,Male,56,9,0,2,1,1,169498.61,0
750,Taipei,Male,36,7,136492.92,3,1,1,26500.29,1
637,Taichung,Male,28,3,123675.69,1,1,1,166458.41,0
575,Taipei,Female,40,1,139532.34,1,1,0,181294.39,0
671,Tainan,Male,58,1,178713.98,1,1,1,21768.21,0
571,Taipei,Male,40,5,0,2,0,0,72849.29,0
590,Taipei,Male,41,1,89086.31,1,1,0,24499.97,0
619,Tainan,Male,38,3,96143.47,1,0,0,98994.92,0
640,Taichung,Female,30,5,32197.64,1,0,1,141446.01,0
670,Taipei,Male,38,7,0,2,1,1,77864.41,0
737,Taipei,Female,33,4,0,2,1,0,115115.32,0
555,Tainan,Male,32,10,0,2,0,1,168605.96,0
742,Taipei,Male,33,6,0,2,0,0,38550.4,0
618,Taichung,Female,40,0,140306.38,1,1,0,160618.61,1
560,Taipei,Female,35,1,0,2,1,0,3701.63,0
654,Taipei,Male,38,8,0,2,1,0,88659.44,0
787,Taichung,Female,42,2,74483.97,2,0,1,44273.91,0
611,Taipei,Female,53,7,0,2,0,1,156495.39,1
559,Tainan,Male,34,0,0,1,1,0,182988.94,0
481,Taipei,Male,37,8,152303.66,2,1,1,175082.2,0
753,Taichung,Male,32,5,159904.79,1,1,0,148811.14,0
675,Taipei,Male,32,1,0,3,1,0,85901.09,0
748,Taichung,Female,31,1,99557.94,1,1,0,199255.32,0
610,Tainan,Female,46,5,116886.59,1,0,0,107973.44,0
580,Tainan,Male,32,9,142188.2,2,0,1,128028.6,0
624,Taichung,Female,40,3,149961.99,2,1,0,104610.86,0
709,Taipei,Female,36,8,0,2,1,1,69676.55,0
605,Taipei,Female,34,2,0,1,0,0,35982.42,0
706,Tainan,Male,53,7,0,2,0,1,117939.17,0
567,Tainan,Male,40,8,28649.64,1,1,1,95140.62,0
747,Taipei,Female,21,4,81025.6,2,1,0,167682.57,0
664,Taipei,Male,57,1,0,2,1,1,56562.57,0
711,Taipei,Female,39,3,152462.79,1,1,0,90305.97,0
609,Taipei,Male,25,10,0,1,0,1,109895.16,0
632,Tainan,Male,28,7,155519.59,1,1,0,1843.24,0
725,Taipei,Female,36,1,118851.05,1,1,1,102747.02,0
850,Taipei,Female,34,9,92899.27,2,1,0,97465.89,0
682,Taipei,Male,40,4,0,1,0,1,105352.55,0
797,Taipei,Male,37,4,75263.7,1,1,0,85801.77,0
668,Tainan,Male,38,1,147904.31,1,1,1,69370.05,0
783,Taichung,Female,41,5,106640.5,1,1,0,176945.96,0
766,Taichung,Female,28,4,90696.78,1,0,1,21597.2,0
704,Tainan,Female,36,2,175509.8,2,1,0,152039.67,0
722,Taipei,Male,40,6,0,2,1,1,111893.09,0
692,Taipei,Female,34,7,0,2,1,0,195074.62,0
584,Taipei,Female,35,2,114321.28,2,0,0,15959.01,0
644,Taichung,Female,51,4,95560.04,1,0,0,72628.84,1
598,Taichung,Female,50,5,88379.81,3,0,1,64157.24,1
733,Taichung,Male,48,7,85915.52,1,1,1,23860.5,0
615,Taichung,Male,58,3,72309.3,1,1,1,85687.09,1
850,Taipei,Female,39,2,0,2,1,0,179451.42,0
521,Taipei,Male,43,8,0,1,1,1,93180.09,0
675,Taipei,Male,69,1,0,2,1,0,157097.09,0
746,Taipei,Male,58,3,0,3,1,1,80344.96,1
770,Taipei,Female,33,4,0,1,1,0,26080.54,1
618,Taipei,Male,30,3,133844.22,1,1,1,31406.93,0
556,Taipei,Male,36,7,154872.08,2,1,1,32044.64,0
749,Taipei,Female,27,9,0,2,1,0,132734.87,0
702,Tainan,Male,43,6,116121.67,1,1,0,61602.42,0
555,Taichung,Male,42,6,107104.5,1,1,1,41304.44,1
587,Taipei,Male,47,6,71026.77,1,1,0,57962.41,0
639,Taipei,Male,38,3,0,1,1,0,42862.82,0
643,Taipei,Male,33,4,0,2,1,1,152992.04,0
600,Taipei,Female,41,1,0,2,1,1,91193.65,0
651,Taipei,Male,53,7,0,2,1,1,130132.41,0
666,Taipei,Female,27,4,0,2,0,0,88751.45,0
520,Taipei,Female,39,6,145644.05,1,0,0,104118.93,0
650,Tainan,Female,50,7,129667.77,1,0,0,42028.16,0
564,Taichung,Male,33,3,109341.87,1,1,0,75632.78,0
586,Taipei,Male,64,1,0,2,1,1,53710.23,0
617,Taipei,Female,35,5,0,2,0,1,13066.3,0
712,Tainan,Female,30,6,0,2,1,0,152417.97,0
654,Taipei,Male,55,3,87485.67,1,1,1,3299.01,0
605,Taipei,Male,27,9,0,2,1,0,198091.81,0
491,Taipei,Female,36,0,53369.13,1,1,1,103934.12,0
707,Taipei,Female,35,9,0,2,1,1,70403.65,0
638,Tainan,Male,34,5,146679.77,1,1,0,102179.86,0
683,Taipei,Male,43,2,112499.42,2,1,0,30375.18,0
815,Tainan,Female,38,2,48387,1,1,0,184796.84,0
645,Tainan,Male,38,1,68079.8,1,0,1,166264.89,0
645,Taichung,Male,49,4,160133.88,1,0,1,88391.97,0
683,Taipei,Male,30,4,66190.33,1,1,1,115186.97,0
705,Taipei,Female,37,10,0,2,1,1,13935.53,1
647,Taipei,Male,35,4,123761.68,1,1,0,83910.4,0
786,Taichung,Female,33,0,122325.58,1,0,0,34712.34,1
534,Taipei,Male,41,9,0,2,1,0,13871.34,0
602,Tainan,Female,42,1,138912.17,1,1,1,139494.75,0
695,Taipei,Female,42,0,0,2,0,1,140724.64,0
553,Taichung,Female,25,7,128524.19,2,1,0,20682.46,0
516,Tainan,Female,31,3,0,2,1,0,124202.26,0
655,Taipei,Female,34,3,0,2,1,0,159638.77,0
849,Taichung,Female,49,9,132934.89,1,1,0,171056.65,1
520,Taichung,Male,43,3,150805.17,3,0,1,25333.03,1
568,Tainan,Female,46,3,0,2,1,1,29372.62,0
695,Tainan,Male,32,9,0,3,0,1,38533.79,0
807,Tainan,Female,28,7,165969.26,3,1,0,156122.13,1
642,Taichung,Female,36,2,124495.98,3,1,1,57904.22,1
703,Taichung,Male,39,1,141559.5,1,1,1,31257.1,1
556,Taipei,Male,38,2,114756.14,1,1,0,193214.05,0
585,Taipei,Female,30,6,0,2,1,1,137757.69,0
587,Taichung,Female,49,7,155393.98,2,1,0,13308.2,1
524,Tainan,Female,32,6,0,1,1,1,132861.9,1
556,Taichung,Female,31,1,128663.81,2,1,0,125083.29,0
504,Tainan,Male,44,4,113522.64,1,1,1,12405.2,0
731,Tainan,Female,26,3,0,2,1,0,37697.29,0
651,Taipei,Male,34,3,0,2,1,1,105599.65,0
675,Tainan,Female,40,8,79035.95,1,1,0,142783.98,1
657,Tainan,Female,22,6,0,3,0,1,168412.07,1
686,Taichung,Male,33,9,141918.09,2,0,1,184036.47,0
690,Taipei,Female,35,9,107944.33,2,0,0,48478.47,0
567,Taipei,Male,36,7,0,2,0,1,3896.08,0
557,Taichung,Male,57,1,120043.13,1,1,0,132370.75,1
446,Tainan,Female,45,10,125191.69,1,1,1,128260.86,1
850,Taipei,Male,31,1,96399.31,2,1,0,106534.15,0
637,Taipei,Male,41,2,0,2,0,1,102515.42,0
499,Taipei,Male,60,7,76961.6,2,1,1,83643.87,0
622,Taichung,Female,34,7,98675.74,1,1,0,138906.85,1
684,Taichung,Male,37,1,126817.13,2,1,1,29995.83,1
612,Taipei,Male,32,3,121394.42,1,1,0,164081.42,0
813,Taichung,Female,29,5,106059.4,1,0,0,187976.88,1
850,Taichung,Male,44,2,112755.34,2,0,0,158171.36,0
795,Tainan,Male,29,4,0,2,0,0,155711.64,0
628,Tainan,Female,55,7,0,3,1,0,85890.75,1
565,Taichung,Female,38,7,145400.69,2,1,1,83844.79,0
601,Taipei,Male,39,3,72647.64,1,1,0,41777.9,1
802,Tainan,Male,40,4,0,2,1,1,81908.09,0
614,Taichung,Female,37,6,96340.81,2,1,1,139377.24,1
434,Tainan,Male,55,6,0,1,0,1,73562.05,1
522,Taichung,Male,32,8,124450.36,2,1,1,165786.1,0
550,Taichung,Male,36,2,113877.23,2,1,0,174921.91,0
599,Tainan,Male,25,3,0,2,1,1,120790.02,0
493,Taipei,Female,36,5,148667.81,2,1,0,56092.51,0
755,Taipei,Male,34,3,0,2,1,1,158816.03,0
605,Taipei,Female,62,4,111065.93,2,0,1,125660.99,0
708,Taipei,Male,41,0,0,1,1,0,128400.62,0
699,Taipei,Male,44,8,158697.61,1,1,0,107181.22,0
763,Taipei,Female,53,4,0,1,1,0,77203.72,1
743,Tainan,Male,25,6,0,2,1,0,129740.11,0
660,Taipei,Female,48,0,90044.32,2,0,1,187604.97,1
619,Taichung,Male,38,10,84651.79,1,1,1,184754.26,0
739,Taichung,Male,32,3,102128.27,1,1,0,63981.37,1
769,Taichung,Male,60,9,148846.39,1,1,0,192831.67,1
692,Taipei,Male,69,10,154953.94,1,1,1,70849.47,0
560,Taipei,Female,30,0,108883.29,1,1,0,27914.95,0
607,Taipei,Female,48,4,112070.86,3,1,0,173568.3,1
630,Taichung,Male,29,6,131354.39,1,0,1,9324.31,1
767,Taichung,Female,45,7,132746.2,2,1,0,26628.88,1
543,Taipei,Female,34,8,0,2,0,1,145601.8,0
776,Taipei,Male,39,8,125211.55,2,1,0,144496.07,0
535,Tainan,Male,58,1,0,2,1,1,11779.98,1
549,Taichung,Male,36,6,139422.37,1,0,0,83983.39,1
844,Taipei,Female,28,4,0,2,0,1,123318.37,0
586,Taichung,Female,47,5,157099.47,2,1,1,65481.86,0
583,Taipei,Male,40,3,0,2,1,0,47728,0
701,Tainan,Male,26,5,83600.24,1,0,1,59195.05,0
726,Taipei,Male,28,2,0,1,0,0,98060.51,0
829,Taichung,Male,36,4,81795.74,2,1,0,90106.94,0
749,Tainan,Male,38,9,129378.32,1,1,1,13549.34,0
743,Taipei,Female,46,9,0,1,1,0,113436.08,0
619,Tainan,Female,56,7,0,2,1,1,42442.21,0
699,Taipei,Male,22,9,99339,1,1,0,68297.61,1
