UID,年齡,行業別,教育程度,是否以信用支付,有無逛過我們的網頁,聯絡有回應,日,月份,全部活動跟該客戶連絡次數,距離上次有多久時日沒被聯絡,前一次行銷活動的銷售結果,過往滿意程度,買A商品
U2620,30,科技,大學,否,是,否,6,may,1,-1,未知,3,1
U2925,59,退休,高中,否,是,否,6,may,1,-1,未知,3,0
U40765,49,科技,高中以下,否,否,否,6,may,2,-1,未知,3,0
U4937,40,科技,大學,否,是,否,6,may,2,-1,未知,3,0
U23367,48,科技,大學,否,否,否,6,may,3,-1,未知,3,0
U29849,40,科技,高中以下,否,是,否,6,may,2,-1,未知,3,0
U12483,40,藍領,高中,否,是,否,6,may,2,-1,未知,3,0
U24351,39,藍領,高中,否,是,否,6,may,1,-1,未知,3,0
U29135,31,藍領,研究所,否,是,是,6,may,1,-1,未知,3,0
U25691,39,管理,研究所,否,是,否,6,may,1,-1,未知,3,0
U2502,47,科技,高中以下,否,是,否,6,may,1,-1,未知,3,0
U12394,53,藍領,大學,否,是,否,6,may,1,-1,未知,3,0
U44786,55,服務業,高中,否,是,否,6,may,1,-1,未知,3,0
U7966,48,管理,研究所,否,是,否,6,may,1,-1,未知,3,0
U19254,29,科技,研究所,否,是,否,6,may,1,-1,未知,3,0
U25404,32,服務業,大學,否,是,是,6,may,1,-1,未知,3,0
U8330,43,SOHO,大學,否,是,否,6,may,1,-1,未知,3,0
U41419,33,科技,大學,否,是,是,6,may,1,-1,未知,3,0
U32926,52,藍領,高中,是,是,否,6,may,1,-1,未知,3,0
U2305,54,服務業,大學,否,否,否,6,may,1,-1,未知,3,0
U23119,41,藍領,高中,是,是,是,6,may,1,-1,未知,3,0
U1342,34,藍領,高中,否,是,否,6,may,2,-1,未知,3,0
U15307,34,藍領,高中以下,否,是,否,6,may,1,-1,未知,3,0
U38429,45,藍領,高中,否,是,否,6,may,2,-1,未知,3,0
U39808,48,藍領,大學,否,是,否,6,may,1,-1,未知,3,0
U25465,45,藍領,大學,否,是,否,6,may,2,-1,未知,3,0
U31602,52,老闆,大學,否,是,否,6,may,1,-1,未知,3,0
U27383,40,管理,研究所,否,是,否,6,may,1,-1,未知,3,0
U39230,42,服務業,大學,否,是,否,6,may,1,-1,未知,3,0
U35089,31,家管,高中,否,是,否,6,may,3,-1,未知,3,0
U18983,44,藍領,高中,否,否,否,6,may,1,-1,未知,3,0
U13507,30,老闆,大學,否,是,是,6,may,1,-1,未知,3,0
U27942,48,管理,高中以下,否,是,否,6,may,1,-1,未知,3,0
U5004,46,管理,研究所,否,是,否,6,may,1,-1,未知,3,0
U43056,46,藍領,大學,否,是,否,6,may,1,-1,未知,3,0
U39330,38,管理,大學,否,是,否,6,may,2,-1,未知,3,0
U44470,53,退休,高中,否,是,否,6,may,2,-1,未知,3,0
U5940,29,管理,研究所,否,是,否,6,may,1,-1,未知,3,0
U37609,52,老闆,大學,否,是,否,6,may,1,-1,未知,3,0
U2203,42,管理,研究所,否,否,否,6,may,1,-1,未知,3,0
U32927,46,管理,高中以下,否,是,否,6,may,1,-1,未知,3,0
U34721,34,藍領,研究所,否,是,否,6,may,1,-1,未知,3,0
U25049,31,科技,大學,否,是,是,6,may,1,-1,未知,3,0
U33095,44,藍領,高中,否,是,否,6,may,1,-1,未知,3,0
U24334,44,老闆,高中以下,否,否,是,6,may,2,-1,未知,3,0
U30194,49,工程,大學,否,是,是,6,may,3,-1,未知,3,0
U42997,50,管理,大學,否,是,否,6,may,1,-1,未知,3,0
U9753,41,藍領,高中,否,是,是,6,may,1,-1,未知,3,0
U10530,55,失業,大學,否,是,否,6,may,1,-1,未知,3,1
U33947,43,藍領,大學,否,是,否,6,may,2,-1,未知,3,0
U26944,52,科技,高中以下,否,否,否,6,may,1,-1,未知,3,0
U15,49,服務業,大學,否,是,否,6,may,1,-1,未知,3,0
U19820,34,老闆,大學,否,是,否,6,may,1,-1,未知,3,0
U9920,56,藍領,大學,否,是,否,6,may,1,-1,未知,3,0
U44141,38,科技,高中以下,否,是,否,6,may,1,-1,未知,3,0
U5349,28,服務業,大學,否,是,否,6,may,3,-1,未知,3,1
U39450,34,藍領,大學,否,否,否,6,may,1,-1,未知,3,0
U32232,46,失業,大學,否,是,否,6,may,1,-1,未知,3,0
U9234,38,管理,高中以下,否,是,否,6,may,1,-1,未知,3,0
U27385,57,藍領,高中,否,是,是,6,may,1,-1,未知,3,0
U31544,59,服務業,大學,否,是,是,6,may,1,-1,未知,3,0
U2354,47,科技,大學,否,是,否,6,may,2,-1,未知,3,0
U3639,35,工程,大學,是,是,否,6,may,2,-1,未知,3,0
U21890,36,老闆,大學,否,是,否,6,may,1,-1,未知,3,0
U18814,52,藍領,大學,否,否,否,6,may,1,-1,未知,3,0
U15659,42,科技,大學,否,是,否,6,may,2,-1,未知,3,0
U11925,50,科技,高中,否,是,否,6,may,1,-1,未知,3,0
U8344,39,藍領,高中以下,否,是,否,6,may,2,-1,未知,3,0
U10734,39,服務業,高中,否,是,否,6,may,2,-1,未知,3,0
U4080,36,老闆,大學,否,是,否,6,may,2,-1,未知,3,0
U25144,33,藍領,大學,否,是,否,6,may,1,-1,未知,3,0
U25176,47,SOHO,高中以下,否,是,否,6,may,1,-1,未知,3,0
U26743,30,學生,研究所,否,是,否,6,may,1,-1,未知,3,0
U19844,30,老闆,大學,否,是,否,6,may,2,-1,未知,3,0
U17170,42,服務業,大學,否,是,是,6,may,2,-1,未知,3,0
U32342,56,服務業,大學,否,是,否,6,may,1,-1,未知,3,0
U4300,36,SOHO,研究所,否,是,否,6,may,1,-1,未知,3,0
U21802,45,藍領,大學,否,是,否,6,may,1,-1,未知,3,0
U16676,59,藍領,高中以下,否,是,否,6,may,1,-1,未知,3,0
U37372,36,老闆,大學,否,是,否,6,may,1,-1,未知,3,0
U33217,40,失業,大學,否,是,否,6,may,1,-1,未知,3,0
U42007,56,老闆,大學,否,是,否,6,may,2,-1,未知,3,0
U7118,51,藍領,大學,否,是,否,6,may,2,-1,未知,3,0
U34321,30,失業,大學,否,是,否,6,may,1,-1,未知,3,0
U33233,35,老闆,大學,否,是,是,6,may,2,-1,未知,3,0
U44788,47,工程,高中以下,否,是,否,6,may,2,-1,未知,3,0
U1346,49,藍領,高中,否,是,否,6,may,2,-1,未知,3,0
U39400,51,藍領,高中,否,是,否,6,may,2,-1,未知,3,0
U8666,44,管理,研究所,否,是,否,6,may,2,-1,未知,3,0
U3031,42,老闆,大學,否,是,否,6,may,3,-1,未知,3,0
U43463,42,服務業,大學,否,是,否,6,may,5,-1,未知,3,0
U27511,60,退休,高中,否,是,否,6,may,2,-1,未知,3,0
U24409,36,藍領,大學,否,是,否,6,may,2,-1,未知,3,0
U19074,28,老闆,大學,否,是,否,6,may,2,-1,未知,3,0
U12054,52,藍領,高中,否,是,否,6,may,3,-1,未知,3,0
U15509,58,管理,研究所,否,是,否,6,may,5,-1,未知,3,0
U15914,54,科技,大學,否,是,否,6,may,3,-1,未知,3,0
U33314,38,老闆,大學,否,是,否,6,may,2,-1,未知,3,0
U5106,37,藍領,大學,否,是,否,6,may,4,-1,未知,3,0
U20702,44,藍領,大學,否,是,否,6,may,2,-1,未知,3,0
U8207,53,退休,大學,否,是,否,6,may,2,-1,未知,3,0
U9628,41,老闆,大學,否,是,否,6,may,4,-1,未知,3,0
U24680,40,老闆,高中以下,否,是,否,6,may,3,-1,未知,3,0
U10250,56,退休,高中,否,是,否,6,may,3,-1,未知,3,0
U20169,36,工程,研究所,否,是,否,6,may,3,-1,未知,3,0
U38066,40,藍領,大學,否,是,否,6,may,2,-1,未知,3,0
U34945,31,老闆,大學,否,是,是,6,may,2,-1,未知,3,0
U6722,33,藍領,大學,否,是,否,6,may,2,-1,未知,3,0
U5295,47,科技,大學,否,是,否,6,may,2,-1,未知,3,0
U38864,35,科技,研究所,否,是,是,6,may,3,-1,未知,3,0
U12061,44,科技,高中以下,否,是,否,6,may,6,-1,未知,3,0
U21429,40,藍領,高中,否,否,否,6,may,2,-1,未知,3,0
U41675,43,老闆,大學,否,是,否,6,may,2,-1,未知,3,0
U14602,39,藍領,大學,否,是,否,6,may,2,-1,未知,3,0
U36254,43,服務業,大學,否,是,否,6,may,2,-1,未知,3,0
U4797,34,管理,研究所,否,是,否,6,may,3,-1,未知,3,0
U27540,35,藍領,大學,否,是,是,6,may,3,-1,未知,3,0
U5967,30,SOHO,研究所,否,否,否,6,may,2,-1,未知,3,0
U44874,57,科技,大學,否,是,否,6,may,3,-1,未知,3,0
U19222,44,藍領,高中,否,是,否,6,may,2,-1,未知,3,0
U24352,33,藍領,大學,否,否,否,6,may,3,-1,未知,3,0
U13368,37,科技,大學,否,是,否,6,may,5,-1,未知,3,0
U28920,59,服務業,大學,否,是,是,6,may,7,-1,未知,3,0
U21015,55,家管,研究所,否,是,否,6,may,3,-1,未知,3,0
U27343,48,老闆,大學,否,是,否,6,may,3,-1,未知,3,0
U552,38,家管,大學,否,是,否,6,may,3,-1,未知,3,0
U26779,37,老闆,大學,否,是,是,6,may,2,-1,未知,3,0
U24669,55,失業,研究所,否,否,否,6,may,3,-1,未知,3,0
U3791,36,管理,研究所,否,是,否,6,may,2,-1,未知,3,0
U34682,54,藍領,大學,否,是,否,6,may,2,-1,未知,3,0
U8652,35,服務業,大學,否,是,否,6,may,3,-1,未知,3,0
U41749,30,老闆,大學,否,是,否,6,may,3,-1,未知,3,0
U41469,37,藍領,大學,否,是,否,6,may,2,-1,未知,3,0
U29151,31,工程,研究所,否,是,否,6,may,2,-1,未知,3,0
U16256,56,SOHO,高中以下,否,否,否,6,may,2,-1,未知,3,0
U5541,43,藍領,高中,否,是,否,6,may,3,-1,未知,3,0
U23236,45,藍領,高中以下,否,是,否,6,may,5,-1,未知,3,0
U41744,57,藍領,高中以下,否,是,否,6,may,2,-1,未知,3,0
U19531,41,藍領,高中,否,是,否,6,may,2,-1,未知,3,0
U27668,53,管理,研究所,否,是,否,6,may,3,-1,未知,3,0
U38736,57,藍領,高中,否,是,否,6,may,2,-1,未知,3,0
U9324,35,管理,研究所,否,是,否,6,may,2,-1,未知,3,0
U27312,55,退休,大學,否,是,否,6,may,3,-1,未知,3,0
U36095,55,科技,大學,否,否,否,6,may,3,-1,未知,3,0
U19620,40,藍領,高中,否,是,否,6,may,2,-1,未知,3,0
U24199,30,管理,研究所,否,是,否,6,may,3,-1,未知,3,0
U27532,44,服務業,大學,否,是,否,6,may,4,-1,未知,3,0
U19421,33,老闆,大學,否,否,否,6,may,3,-1,未知,3,0
U31022,24,服務業,大學,否,是,是,6,may,2,-1,未知,3,0
U22639,40,科技,大學,否,是,否,6,may,2,-1,未知,3,0
U1925,35,老闆,大學,否,是,否,6,may,2,-1,未知,3,0
U23544,41,藍領,大學,否,是,否,6,may,3,-1,未知,3,0
U7954,41,工程,高中以下,否,是,否,6,may,2,-1,未知,3,0
U4609,34,藍領,大學,否,是,否,6,may,2,-1,未知,3,0
U23101,33,老闆,大學,否,是,否,6,may,1,-1,未知,3,0
U5147,45,服務業,大學,否,是,否,6,may,1,-1,未知,3,0
U16553,32,老闆,研究所,否,是,否,6,may,1,-1,未知,3,0
U21266,38,管理,高中以下,否,是,否,6,may,1,-1,未知,3,0
U32546,29,老闆,大學,否,是,否,6,may,1,-1,未知,3,0
U1974,40,藍領,高中,否,是,是,6,may,1,-1,未知,3,0
U27329,41,服務業,高中以下,否,否,否,6,may,2,-1,未知,3,0
U28251,33,藍領,大學,否,是,否,6,may,1,-1,未知,3,0
U22798,60,SOHO,高中,否,是,否,6,may,4,-1,未知,3,0
U29276,28,科技,大學,否,是,否,6,may,1,-1,未知,3,0
U10233,44,SOHO,研究所,否,是,否,6,may,3,-1,未知,3,0
U27208,38,老闆,大學,否,是,否,6,may,2,-1,未知,3,0
U6501,29,學生,大學,否,是,否,6,may,2,-1,未知,3,0
U4123,41,科技,大學,否,是,是,6,may,3,-1,未知,3,0
U27239,41,管理,研究所,否,是,否,6,may,2,-1,未知,3,0
U6865,31,學生,大學,否,是,否,6,may,3,-1,未知,3,0
U5507,37,科技,大學,否,是,是,6,may,2,-1,未知,3,0
U27659,38,工程,研究所,否,是,否,6,may,2,-1,未知,3,0
U37094,43,失業,大學,否,是,否,6,may,2,-1,未知,3,0
U27916,42,科技,大學,否,是,否,6,may,1,-1,未知,3,0
U9547,37,藍領,大學,否,是,否,6,may,1,-1,未知,3,0
U7434,33,藍領,高中,否,是,否,6,may,2,-1,未知,3,0
U20008,55,管理,大學,否,是,否,6,may,2,-1,未知,3,0
U2012,39,老闆,大學,否,是,否,6,may,1,-1,未知,3,0
U19177,46,藍領,高中以下,否,是,否,6,may,2,-1,未知,3,0
U11659,47,服務業,大學,否,是,否,6,may,2,-1,未知,3,0
U15105,31,藍領,大學,否,是,否,6,may,2,-1,未知,3,0
U21955,57,管理,研究所,否,是,否,6,may,3,-1,未知,3,0
U23739,30,科技,高中以下,否,是,否,6,may,2,-1,未知,3,0
U13639,49,藍領,大學,否,是,否,6,may,2,-1,未知,3,0
U1830,40,老闆,大學,否,是,否,6,may,3,-1,未知,3,0
U8530,44,工程,研究所,否,是,否,6,may,2,-1,未知,3,0
U16922,36,科技,大學,否,是,是,6,may,2,-1,未知,3,1
U22573,39,服務業,大學,否,是,否,6,may,2,-1,未知,3,0
U31240,37,科技,大學,否,是,否,6,may,3,-1,未知,3,0
U7365,36,藍領,高中,否,是,否,6,may,2,-1,未知,3,0
U29756,29,學生,大學,否,是,否,6,may,2,-1,未知,3,0
U12254,40,藍領,高中,是,是,否,6,may,2,-1,未知,3,0
U9298,49,管理,研究所,否,是,否,6,may,2,-1,未知,3,0
U15260,53,老闆,大學,否,是,是,6,may,2,-1,未知,3,0
U653,46,藍領,高中,否,是,否,6,may,3,-1,未知,3,0
U39639,40,管理,研究所,否,是,否,6,may,2,-1,未知,3,0
U24191,42,管理,研究所,否,是,否,6,may,3,-1,未知,3,0
U19219,49,老闆,大學,否,是,否,6,may,1,-1,未知,3,0
U470,29,老闆,大學,否,是,是,6,may,1,-1,未知,3,0
U8073,40,服務業,大學,否,是,否,6,may,2,-1,未知,3,0
U44155,46,服務業,高中以下,否,是,否,6,may,2,-1,未知,3,0
U43189,41,老闆,大學,否,是,否,6,may,3,-1,未知,3,0
U13421,31,管理,大學,否,是,否,6,may,1,-1,未知,3,0
U211,35,科技,大學,否,是,否,6,may,2,-1,未知,3,0
U13630,37,藍領,高中,否,是,是,6,may,3,-1,未知,3,0
U9390,38,管理,研究所,否,是,否,6,may,1,-1,未知,3,0
U39098,31,管理,研究所,否,是,否,6,may,2,-1,未知,3,0
U4621,29,藍領,大學,否,是,否,6,may,2,-1,未知,3,0
U23973,49,SOHO,大學,否,是,否,6,may,3,-1,未知,3,0
U1615,54,服務業,大學,否,是,否,6,may,2,-1,未知,3,0
U33654,50,科技,大學,否,是,否,12,may,6,-1,未知,3,0
U23538,28,SOHO,大學,否,是,否,9,may,1,-1,未知,3,0
U37086,28,藍領,大學,否,是,否,12,may,5,-1,未知,3,0
U43869,54,藍領,大學,否,是,否,14,may,16,-1,未知,3,0
U33546,57,科技,大學,否,是,否,14,may,3,-1,未知,3,0
U24652,31,老闆,大學,否,是,否,14,may,2,-1,未知,3,0
U21433,46,科技,大學,否,是,否,14,may,2,-1,未知,3,0
U43768,29,藍領,大學,否,是,否,14,may,2,-1,未知,3,0
U17371,47,藍領,大學,否,是,否,14,may,4,-1,未知,3,0
U4484,37,老闆,大學,否,是,否,14,may,7,-1,未知,3,0
U11641,23,藍領,大學,否,是,否,14,may,3,-1,未知,3,0
U12784,40,失業,大學,否,是,否,14,may,5,-1,未知,3,0
U35137,50,工程,研究所,否,是,否,14,may,4,-1,未知,3,0
U17144,43,藍領,高中,否,是,否,14,may,4,-1,未知,3,0
U27692,43,老闆,大學,否,是,否,14,may,4,-1,未知,3,0
U9449,41,藍領,大學,否,是,否,14,may,2,-1,未知,3,0
U30200,40,科技,大學,否,是,否,14,may,2,-1,未知,3,0
U9075,31,老闆,大學,否,是,否,14,may,2,-1,未知,3,0
U33876,29,藍領,大學,否,是,是,14,may,2,-1,未知,3,0
U6239,41,藍領,大學,否,是,否,14,may,7,-1,未知,3,0
U38666,30,藍領,高中,否,是,否,14,may,2,-1,未知,3,0
U7457,41,藍領,高中,否,是,否,14,may,2,-1,未知,3,0
U44799,43,藍領,大學,否,是,否,14,may,2,-1,未知,4,0
U11481,30,藍領,大學,否,是,否,14,may,1,-1,未知,3,0
U4291,51,家管,高中,否,否,否,14,may,5,-1,未知,3,0
U25720,45,老闆,大學,否,是,否,14,may,1,-1,未知,3,0
U36200,44,失業,大學,否,是,否,14,may,11,-1,未知,3,0
U18726,50,失業,大學,否,是,否,14,may,1,-1,未知,3,0
U14278,45,工程,大學,否,是,否,14,may,3,-1,未知,3,0
U18528,55,藍領,高中,否,是,否,14,may,1,-1,未知,3,0
U22565,44,藍領,高中,否,是,否,14,may,4,-1,未知,3,0
U25560,36,藍領,大學,否,否,否,14,may,6,-1,未知,3,0
U42541,54,藍領,大學,否,是,否,14,may,5,-1,未知,3,0
U36017,38,科技,大學,否,是,是,14,may,3,-1,未知,3,0
U6234,57,科技,大學,否,是,否,14,may,11,-1,未知,3,0
U15775,50,藍領,大學,否,是,否,14,may,14,-1,未知,3,0
U15270,58,老闆,大學,否,是,是,14,may,4,-1,未知,3,0
U13206,46,SOHO,大學,否,是,是,14,may,5,-1,未知,3,0
U2115,57,退休,高中,否,是,否,14,may,2,-1,未知,3,0
U11005,41,藍領,大學,否,是,否,14,may,3,-1,未知,3,1
U30576,35,科技,大學,否,是,是,14,may,5,-1,未知,3,0
U33208,34,管理,研究所,否,否,否,14,may,6,-1,未知,3,0
U7969,42,藍領,高中以下,否,是,否,14,may,3,-1,未知,3,0
U26352,36,藍領,高中以下,否,是,否,14,may,9,-1,未知,3,0
U35081,29,藍領,大學,否,是,否,14,may,2,-1,未知,3,0
U6394,41,科技,研究所,否,是,否,14,may,2,-1,未知,3,0
U5749,52,服務業,大學,否,是,否,14,may,2,-1,未知,3,0
U38576,27,藍領,大學,否,是,否,14,may,1,-1,未知,3,0
U25652,41,老闆,大學,否,是,否,14,may,2,-1,未知,3,0
U30717,43,科技,大學,否,是,否,14,may,4,-1,未知,3,0
U13771,44,科技,大學,否,是,否,14,may,3,-1,未知,3,0
U27253,38,老闆,大學,否,是,否,14,may,2,-1,未知,3,0
U37713,44,藍領,高中,否,是,否,14,may,2,-1,未知,3,0
U33832,49,藍領,大學,否,是,否,14,may,2,-1,未知,3,0
U29076,49,藍領,高中,否,否,否,14,may,2,-1,未知,3,0
U40416,59,退休,大學,否,是,否,14,may,2,-1,未知,3,0
U20014,36,老闆,大學,否,是,否,14,may,2,-1,未知,3,0
U2279,33,管理,研究所,否,是,否,14,may,2,-1,未知,3,0
U9957,41,老闆,大學,否,是,否,14,may,3,-1,未知,3,0
U37305,46,科技,大學,否,是,否,14,may,3,-1,未知,3,0
U35460,40,藍領,大學,否,是,否,14,may,2,-1,未知,3,0
U8248,38,藍領,大學,否,是,否,14,may,2,-1,未知,3,0
U13333,42,藍領,高中,否,是,否,14,may,3,-1,未知,3,0
U35300,45,藍領,高中,否,是,否,14,may,2,-1,未知,3,0
U23109,48,科技,大學,否,是,否,14,may,5,-1,未知,3,0
U17836,31,老闆,大學,否,是,否,14,may,1,-1,未知,3,0
U31440,44,管理,研究所,否,是,是,14,may,4,-1,未知,3,0
U35246,34,藍領,大學,是,是,否,14,may,1,-1,未知,3,0
U23032,42,藍領,高中,否,是,否,14,may,1,-1,未知,3,0
U1126,29,老闆,大學,否,是,否,14,may,1,-1,未知,3,0
U38586,41,藍領,高中,否,是,否,14,may,4,-1,未知,3,0
U13033,43,服務業,大學,否,是,否,14,may,3,-1,未知,3,0
U11927,49,家管,高中,否,是,否,14,may,3,-1,未知,3,0
U26670,51,藍領,高中,否,是,否,14,may,1,-1,未知,3,0
U8935,29,科技,大學,否,否,否,14,may,5,-1,未知,3,0
U5140,47,服務業,大學,否,是,是,14,may,1,-1,未知,3,0
U13397,30,管理,研究所,否,是,否,14,may,5,-1,未知,3,0
U17780,51,失業,大學,否,是,否,14,may,14,-1,未知,3,0
U40383,58,藍領,高中,否,是,否,14,may,3,-1,未知,3,0
U8270,44,服務業,大學,否,是,否,14,may,3,-1,未知,3,0
U9520,49,科技,大學,否,是,否,14,may,2,-1,未知,3,0
U43896,34,SOHO,研究所,否,是,否,14,may,1,-1,未知,3,0
U16900,57,科技,大學,否,是,否,14,may,2,-1,未知,3,0
U42893,41,老闆,研究所,否,是,否,14,may,2,-1,未知,3,0
U8526,45,老闆,大學,否,是,否,14,may,2,-1,未知,3,0
U8972,41,服務業,高中,否,是,否,14,may,2,-1,未知,3,0
U14812,43,科技,大學,否,是,否,14,may,8,-1,未知,3,0
U38690,44,藍領,大學,否,是,否,14,may,3,-1,未知,3,0
U12039,50,老闆,大學,是,是,否,14,may,3,-1,未知,3,0
U10403,37,老闆,大學,否,是,否,14,may,1,-1,未知,3,0
U19364,32,藍領,大學,否,否,否,14,may,1,-1,未知,3,0
U18200,42,藍領,大學,否,是,否,14,may,1,-1,未知,3,0
U12965,29,管理,研究所,否,是,否,14,may,1,-1,未知,3,0
U34813,29,工程,研究所,否,是,否,14,may,4,-1,未知,3,0
U19889,47,服務業,大學,否,是,否,14,may,6,-1,未知,3,0
U39223,47,科技,大學,否,是,否,14,may,3,-1,未知,3,0
U17750,30,管理,研究所,否,是,否,14,may,10,-1,未知,3,0
U40497,28,科技,大學,否,是,否,14,may,3,-1,未知,3,0
U32122,45,藍領,高中,否,是,否,14,may,2,-1,未知,3,0
U44222,42,科技,大學,否,是,是,14,may,5,-1,未知,3,0
U6578,44,科技,大學,否,是,否,14,may,2,-1,未知,3,0
U12369,32,服務業,大學,否,是,否,14,may,2,-1,未知,3,0
U18044,43,服務業,大學,否,是,否,14,may,1,-1,未知,3,0
U41768,28,學生,大學,否,是,否,14,may,4,-1,未知,3,0
U15167,29,藍領,高中,否,是,否,14,may,1,-1,未知,3,0
U29005,31,服務業,大學,否,是,否,14,may,1,-1,未知,3,0
U20749,28,藍領,高中,否,否,否,14,may,24,-1,未知,3,0
U29925,44,老闆,高中,否,是,否,14,may,1,-1,未知,3,0
U11429,48,科技,大學,否,是,否,14,may,2,-1,未知,3,0
U14417,47,管理,研究所,否,是,否,14,may,1,-1,未知,3,0
U20889,49,SOHO,研究所,否,是,否,14,may,1,-1,未知,3,0
U43124,26,藍領,大學,否,否,否,14,may,2,-1,未知,3,0
U32985,44,管理,研究所,否,否,否,14,may,1,-1,未知,3,0
U35294,41,藍領,高中,否,是,否,14,may,2,-1,未知,3,0
U31782,48,老闆,大學,否,是,否,14,may,5,-1,未知,3,0
U43208,40,藍領,高中以下,否,是,否,14,may,2,-1,未知,3,0
U8333,41,科技,研究所,否,是,否,14,may,1,-1,未知,3,0
U27406,29,老闆,大學,否,是,否,14,may,1,-1,未知,3,0
U221,45,服務業,大學,否,是,否,14,may,2,-1,未知,3,0
U37845,42,管理,高中以下,否,是,否,14,may,2,-1,未知,3,0
U13574,47,藍領,高中,否,是,否,14,may,3,-1,未知,3,0
U9399,29,老闆,大學,否,是,是,14,may,1,-1,未知,3,0
U266,42,老闆,大學,否,是,否,14,may,1,-1,未知,3,0
U14455,49,退休,大學,否,是,否,14,may,2,-1,未知,3,0
U39264,40,家管,高中,否,是,否,14,may,3,-1,未知,3,0
U18302,42,科技,研究所,否,是,是,14,may,2,-1,未知,3,0
U2691,60,退休,大學,否,是,否,14,may,1,-1,未知,3,0
U24771,46,藍領,大學,否,是,否,14,may,2,-1,未知,3,0
U26639,47,藍領,高中,否,是,否,14,may,4,-1,未知,3,0
U4565,49,藍領,高中,否,是,否,14,may,2,-1,未知,3,0
U39476,60,退休,大學,否,是,否,15,may,2,-1,未知,3,0
U12322,41,藍領,高中,否,是,否,15,may,1,-1,未知,3,0
U34518,50,藍領,大學,否,是,否,15,may,1,-1,未知,3,0
U10162,41,藍領,高中,否,是,否,15,may,1,-1,未知,3,0
U41251,48,藍領,大學,否,是,否,15,may,1,-1,未知,3,0
U42304,51,工程,研究所,否,是,是,15,may,1,-1,未知,3,0
U5053,60,退休,大學,否,是,是,15,may,1,-1,未知,3,0
U28893,41,SOHO,大學,否,是,否,15,may,1,-1,未知,3,0
U9353,43,藍領,高中,否,是,否,15,may,1,-1,未知,3,0
U2325,42,藍領,大學,否,是,否,15,may,1,-1,未知,3,0
U25871,60,工程,研究所,否,是,否,15,may,1,-1,未知,3,0
U24828,54,科技,大學,否,是,否,15,may,2,-1,未知,3,0
U27777,46,管理,大學,否,是,否,15,may,1,-1,未知,3,0
U45144,54,藍領,大學,否,是,否,15,may,1,-1,未知,3,0
U34173,49,服務業,大學,否,是,是,15,may,1,-1,未知,3,0
U13122,58,服務業,大學,否,是,否,15,may,5,-1,未知,3,0
U12557,42,科技,大學,否,是,否,15,may,1,-1,未知,3,0
U23559,57,管理,大學,否,是,否,15,may,1,-1,未知,3,0
U4953,40,服務業,大學,否,是,否,15,may,1,-1,未知,3,0
U20984,44,管理,研究所,否,是,否,15,may,1,-1,未知,3,0
U21067,42,科技,研究所,否,是,是,15,may,1,-1,未知,3,0
U33284,43,SOHO,高中以下,否,否,否,15,may,1,-1,未知,3,1
U7586,51,老闆,高中,否,是,否,15,may,8,-1,未知,3,0
U9541,45,藍領,高中,否,是,否,15,may,1,-1,未知,3,0
U24258,48,服務業,大學,否,是,是,15,may,1,-1,未知,3,0
U41507,56,退休,大學,否,是,否,15,may,1,-1,未知,3,0
U33895,42,失業,研究所,否,是,否,15,may,1,-1,未知,3,0
U9435,43,退休,大學,否,是,是,15,may,1,-1,未知,3,0
U19345,40,服務業,大學,否,是,否,15,may,1,-1,未知,3,0
U43202,48,老闆,大學,否,是,否,15,may,1,-1,未知,3,0
U22932,49,工程,研究所,否,是,否,15,may,1,-1,未知,3,0
U38365,36,藍領,大學,否,是,否,15,may,2,-1,未知,3,0
U30517,40,藍領,高中,否,是,否,15,may,1,-1,未知,3,0
U5653,43,失業,高中,否,是,是,15,may,2,-1,未知,3,0
U38623,46,藍領,大學,否,是,否,15,may,1,-1,未知,3,0
U1973,34,家管,高中,否,是,否,15,may,2,-1,未知,3,0
U2800,48,藍領,高中,否,是,否,15,may,1,-1,未知,3,0
U34106,40,藍領,大學,否,是,否,15,may,1,-1,未知,3,0
U43482,47,老闆,大學,否,是,否,15,may,1,-1,未知,3,0
U32392,46,服務業,大學,否,否,否,15,may,3,-1,未知,3,0
U6619,44,藍領,高中,否,是,否,15,may,1,-1,未知,3,0
U6456,55,服務業,大學,否,是,否,15,may,1,-1,未知,3,0
U24030,52,老闆,大學,否,是,否,15,may,1,-1,未知,3,0
U5589,44,藍領,高中,否,是,否,15,may,1,-1,未知,3,0
U37545,46,藍領,大學,否,是,否,15,may,1,-1,未知,3,0
U10180,47,管理,高中,否,是,是,15,may,1,-1,未知,3,0
U30814,56,藍領,高中,否,是,否,15,may,1,-1,未知,3,0
U43902,58,科技,大學,否,是,否,15,may,1,-1,未知,3,0
U11761,50,科技,大學,否,是,是,15,may,1,-1,未知,3,0
U27775,42,藍領,大學,否,是,否,15,may,1,-1,未知,3,0
U35142,45,藍領,高中,否,是,否,15,may,1,-1,未知,3,0
U28930,43,藍領,大學,否,是,否,15,may,1,-1,未知,3,0
U9128,33,藍領,大學,否,是,否,15,may,6,-1,未知,3,0
U10340,52,藍領,高中,否,是,否,15,may,1,-1,未知,3,0
U7652,44,工程,高中,否,是,是,15,may,1,-1,未知,3,0
U13867,29,管理,研究所,否,是,是,15,may,2,-1,未知,3,0
U17358,46,老闆,大學,否,否,是,15,may,1,-1,未知,3,0
